model,image,true_class,pred_class,correct,iou
Nano,SPAIN_9c17e1d2-6f01-4aa0-a286-2b9d0f7279bb.jpg,MCB,MCB,True,0.8385801159777807
Nano,SPAIN_9c17e1d2-6f01-4aa0-a286-2b9d0f7279bb.jpg,MCB,MCB,True,0.489790073484837
Nano,SPAIN_9c17e1d2-6f01-4aa0-a286-2b9d0f7279bb.jpg,MCB,MCB,True,0.8891663658328394
Nano,SPAIN_a0acdd6f-645c-44b5-be26-006e84bf9930.jpg,OTHER,RCD,False,0.8117958905683244
Nano,SPAIN_a0acdd6f-645c-44b5-be26-006e84bf9930.jpg,MCB,MAINBREAKER,False,0.8359948089253945
Nano,SPAIN_a0acdd6f-645c-44b5-be26-006e84bf9930.jpg,RCD,RCD,True,0.9291204894739091
Nano,SPAIN_a0acdd6f-645c-44b5-be26-006e84bf9930.jpg,MCB,MCB,True,0.8764173210678271
Nano,SPAIN_a0acdd6f-645c-44b5-be26-006e84bf9930.jpg,MCB,MCB,True,0.9468928369491835
Nano,SPAIN_a0acdd6f-645c-44b5-be26-006e84bf9930.jpg,MCB,MCB,True,0.9173884061702491
Nano,SPAIN_a0acdd6f-645c-44b5-be26-006e84bf9930.jpg,MCB,MCB,True,0.9437519632854972
Nano,SPAIN_a0acdd6f-645c-44b5-be26-006e84bf9930.jpg,MCB,MCB,True,0.9274812907647949
Nano,SPAIN_b3207172-17e0-4d2e-8d84-ac6a495d2e68.jpg,MCB,MCB,True,0.9679245024541306
Nano,SPAIN_b3207172-17e0-4d2e-8d84-ac6a495d2e68.jpg,MCB,MCB,True,0.9395534996172936
Nano,SPAIN_b3207172-17e0-4d2e-8d84-ac6a495d2e68.jpg,MCB,MCB,True,0.9207353338999703
Nano,SPAIN_b3207172-17e0-4d2e-8d84-ac6a495d2e68.jpg,RCD,RCD,True,0.8988098168947268
Nano,SPAIN_b3207172-17e0-4d2e-8d84-ac6a495d2e68.jpg,MAINBREAKER,MAINBREAKER,True,0.9572228555573818
Nano,SPAIN_b3207172-17e0-4d2e-8d84-ac6a495d2e68.jpg,MAINBREAKER,MAINBREAKER,True,0.8736991358435379
Nano,SPAIN_c02b9e12-140b-4716-bb3c-d5043c793944.jpg,MCB,MCB,True,0.8852659943897893
Nano,SPAIN_c02b9e12-140b-4716-bb3c-d5043c793944.jpg,MCB,MCB,True,0.9188773756532141
Nano,SPAIN_c02b9e12-140b-4716-bb3c-d5043c793944.jpg,RCD,RCD,True,0.9033145641573284
Nano,SPAIN_de7c30d0-ac9f-4dbd-ae0c-c6de8b525c98.jpeg,MAINBREAKER,MAINBREAKER,True,0.5464831889395587
Nano,SPAIN_de7c30d0-ac9f-4dbd-ae0c-c6de8b525c98.jpeg,RCD,RCD,True,0.9185400149140536
Nano,SPAIN_de7c30d0-ac9f-4dbd-ae0c-c6de8b525c98.jpeg,MCB,MCB,True,0.8837698410034188
Nano,SPAIN_de7c30d0-ac9f-4dbd-ae0c-c6de8b525c98.jpeg,MCB,MCB,True,0.9191837873494753
Medium,98e509e3-8e6d-4b73-af16-04d71804a0fa.jpg,MCB,MAINBREAKER,False,0.9485519536082557
Medium,98e509e3-8e6d-4b73-af16-04d71804a0fa.jpg,RCD,RCD,True,0.8942412457567649
Medium,98e509e3-8e6d-4b73-af16-04d71804a0fa.jpg,RCD,RCD,True,0.8962975131595803
Medium,98e509e3-8e6d-4b73-af16-04d71804a0fa.jpg,MCB,MCB,True,0.8635766875379804
Medium,98e509e3-8e6d-4b73-af16-04d71804a0fa.jpg,MCB,MCB,True,0.7290598119780327
Medium,98e509e3-8e6d-4b73-af16-04d71804a0fa.jpg,RCD,RCD,True,0.8159732261035627
Medium,98e509e3-8e6d-4b73-af16-04d71804a0fa.jpg,OTHER,OTHER,True,0.8946885114706595
Medium,98e509e3-8e6d-4b73-af16-04d71804a0fa.jpg,RCD,RCD,True,0.9518669814873288
Medium,98e509e3-8e6d-4b73-af16-04d71804a0fa.jpg,OTHER,OTHER,True,0.825482121572867
Medium,98e509e3-8e6d-4b73-af16-04d71804a0fa.jpg,RCD,RCD,True,0.8989550426640436
Medium,98e509e3-8e6d-4b73-af16-04d71804a0fa.jpg,MCB,MAINBREAKER,False,0.951620592978114
Medium,98e509e3-8e6d-4b73-af16-04d71804a0fa.jpg,MCB,MAINBREAKER,False,0.9150959230011086
Medium,98e509e3-8e6d-4b73-af16-04d71804a0fa.jpg,MCB,MAINBREAKER,False,0.9426962731615032
Medium,bd224dae-2a2e-4846-b248-b2ac2ea6ade4.jpg,RCD,RCD,True,0.8866990360086602
Medium,bd224dae-2a2e-4846-b248-b2ac2ea6ade4.jpg,MCB,MCB,True,0.9162179595117184
Medium,bd224dae-2a2e-4846-b248-b2ac2ea6ade4.jpg,MCB,MCB,True,0.8680555434098767
Medium,bd224dae-2a2e-4846-b248-b2ac2ea6ade4.jpg,MCB,MCB,True,0.8855967609836436
Medium,bd224dae-2a2e-4846-b248-b2ac2ea6ade4.jpg,MCB,MCB,True,0.8535941099584734
Medium,c14de4ec-f0a8-478f-8f5a-f5995345b265.jpg,RCD,RCD,True,0.9202480488045196
Medium,c14de4ec-f0a8-478f-8f5a-f5995345b265.jpg,OVERSURGE,OVERSURGE,True,0.709452582985952
Medium,c14de4ec-f0a8-478f-8f5a-f5995345b265.jpg,RCD,RCD,True,0.6409168061424915
Medium,c14de4ec-f0a8-478f-8f5a-f5995345b265.jpg,MCB,MCB,True,0.865894008316392
Medium,c14de4ec-f0a8-478f-8f5a-f5995345b265.jpg,MCB,MCB,True,0.8940420292902422
Medium,c14de4ec-f0a8-478f-8f5a-f5995345b265.jpg,MCB,MCB,True,0.9296497507313546
Medium,c14de4ec-f0a8-478f-8f5a-f5995345b265.jpg,RCD,RCD,True,0.8992222948170736
Medium,c14de4ec-f0a8-478f-8f5a-f5995345b265.jpg,MCB,MCB,True,0.8617178535359303
Medium,c14de4ec-f0a8-478f-8f5a-f5995345b265.jpg,MCB,MCB,True,0.921519794829853
Medium,c14de4ec-f0a8-478f-8f5a-f5995345b265.jpg,MCB,MCB,True,0.9201772192374946
Medium,c14de4ec-f0a8-478f-8f5a-f5995345b265.jpg,MCB,MCB,True,0.892376314180733
Medium,c14de4ec-f0a8-478f-8f5a-f5995345b265.jpg,OTHER,OTHER,True,0.9262737210740861
Medium,c14de4ec-f0a8-478f-8f5a-f5995345b265.jpg,MCB,MCB,True,0.9034459621012864
Medium,c14de4ec-f0a8-478f-8f5a-f5995345b265.jpg,MCB,MCB,True,0.9051631896492436
Medium,c14de4ec-f0a8-478f-8f5a-f5995345b265.jpg,RCD,RCD,True,0.8716250649918637
Medium,c14de4ec-f0a8-478f-8f5a-f5995345b265.jpg,MCB,MCB,True,0.9467945861266812
Medium,c14de4ec-f0a8-478f-8f5a-f5995345b265.jpg,MCB,MCB,True,0.9296528030391409
Medium,FRANCE_8609f1fb-0aba-4a22-9038-9dc8faf163df.jpg,RCD,RCD,True,0.8367953907757772
Medium,FRANCE_8609f1fb-0aba-4a22-9038-9dc8faf163df.jpg,RCD,RCD,True,0.9598344932203511
Medium,FRANCE_8609f1fb-0aba-4a22-9038-9dc8faf163df.jpg,MCB,MCB,True,0.921842211323067
Medium,FRANCE_8609f1fb-0aba-4a22-9038-9dc8faf163df.jpg,MCB,MCB,True,0.884515364216715
Medium,FRANCE_8609f1fb-0aba-4a22-9038-9dc8faf163df.jpg,MCB,MCB,True,0.9388166936594325
Medium,FRANCE_8609f1fb-0aba-4a22-9038-9dc8faf163df.jpg,MCB,MCB,True,0.9744554391539328
Medium,FRANCE_8609f1fb-0aba-4a22-9038-9dc8faf163df.jpg,MCB,MCB,True,0.9147551550180033
Medium,FRANCE_8609f1fb-0aba-4a22-9038-9dc8faf163df.jpg,MCB,MCB,True,0.8620299062859647
Medium,FRANCE_8609f1fb-0aba-4a22-9038-9dc8faf163df.jpg,MCB,MCB,True,0.9624885756624256
Medium,FRANCE_8609f1fb-0aba-4a22-9038-9dc8faf163df.jpg,MCB,MCB,True,0.9137313402235115
Medium,FRANCE_8609f1fb-0aba-4a22-9038-9dc8faf163df.jpg,MCB,MCB,True,0.895612897738361
Medium,FRANCE_8609f1fb-0aba-4a22-9038-9dc8faf163df.jpg,MCB,MCB,True,0.9055936068700519
Medium,FRANCE_8609f1fb-0aba-4a22-9038-9dc8faf163df.jpg,MCB,MCB,True,0.8843972081156918
Medium,FRANCE_8609f1fb-0aba-4a22-9038-9dc8faf163df.jpg,MCB,MCB,True,0.8277770995779619
Medium,scraped_approved_1782573680_1.jpg,RCD,MCB,False,0.6666874455022976
Medium,scraped_approved_1782573680_1.jpg,RCD,MCB,False,0.6679648088589779
Medium,scraped_approved_1782573680_1.jpg,MAINBREAKER,RCD,False,0.657030847105176
Medium,scraped_approved_1782573680_1.jpg,RCD,MCB,False,0.7218797437842075
Medium,scraped_approved_1782573680_1.jpg,MAINBREAKER,RCD,False,0.6774497958156063
Medium,scraped_approved_1782573680_1.jpg,RCD,MCB,False,0.6970269244617214
Medium,scraped_approved_1782573680_1.jpg,MAINBREAKER,RCD,False,0.679399027619592
Medium,scraped_approved_1782573680_1.jpg,RCD,MCB,False,0.6961122041909249
Medium,scraped_approved_1782573680_1.jpg,MAINBREAKER,RCD,False,0.6720163706246378
Medium,scraped_approved_1782573680_1.jpg,RCD,MCB,False,0.7133396058801946
Medium,scraped_approved_1782573680_1.jpg,MAINBREAKER,RCD,False,0.6427437562852185
Medium,scraped_approved_1782573680_1.jpg,MAINBREAKER,RCD,False,0.6748710861972615
Medium,scraped_approved_1782573685_4.jpg,RCD_SI,RCD,False,0.9139074503010681
Medium,scraped_approved_1782573685_4.jpg,MAINBREAKER,RCD,False,0.8840922084565812
Medium,scraped_approved_1782573685_4.jpg,RCD,MCB,False,0.8595752525502889
Medium,scraped_approved_1782573685_4.jpg,RCD,MCB,False,0.9068635483430509
Medium,scraped_approved_1782573685_4.jpg,RCD,MCB,False,0.8757761363255133
Medium,scraped_approved_1782573685_4.jpg,RCD,MCB,False,0.9125170552350693
Medium,scraped_approved_1782573685_4.jpg,RCD,MCB,False,0.8500990143265246
Medium,scraped_approved_1782573693_6.png,MCB,MCB,True,0.5821849080743152
Medium,scraped_approved_1782573693_6.png,MAINBREAKER,RCD,False,0.5587922878012099
Medium,scraped_approved_1782573693_6.png,RCD,MCB,False,0.5953985863020496
Medium,scraped_approved_1782573693_6.png,RCD,MCB,False,0.6237109502025668
Medium,scraped_approved_1782573693_6.png,RCD,MCB,False,0.6000619130432012
Medium,scraped_approved_1782573719_15.jpg,MCB,MAINBREAKER,False,0.899086568268868
Medium,scraped_approved_1782573719_15.jpg,MAINBREAKER,RCD,False,0.8847596967427459
Medium,scraped_approved_1782573719_15.jpg,RCD,MCB,False,0.9154852095156986
Medium,scraped_approved_1782573719_15.jpg,RCD,MCB,False,0.9167736996844575
Medium,scraped_approved_1782573719_15.jpg,RCD,MCB,False,0.8756614285335473
Medium,scraped_approved_1782573719_15.jpg,RCD,MCB,False,0.8791019361523755
Medium,scraped_approved_1782573719_15.jpg,RCD,MCB,False,0.879118606482714
Medium,scraped_approved_1782573719_15.jpg,RCD,MCB,False,0.788336401300363
Medium,scraped_approved_1782573719_15.jpg,RCD,MCB,False,0.8683620962838644
Medium,scraped_approved_1782573719_15.jpg,RCD,MCB,False,0.7836414242440356
Medium,scraped_approved_1782573725_19.jpg,MCB,MAINBREAKER,False,0.8296526272380799
Medium,scraped_approved_1782573725_19.jpg,MCB,MCB,True,0.837778658526532
Medium,scraped_approved_1782573725_19.jpg,MAINBREAKER,RCD,False,0.9275528091481051
Medium,scraped_approved_1782573725_19.jpg,RCD,MCB,False,0.9152865366769978
Medium,scraped_approved_1782573725_19.jpg,RCD,MCB,False,0.805431937462094
Medium,scraped_approved_1782573725_19.jpg,MAINBREAKER,RCD,False,0.9040641287603796
Medium,scraped_approved_1782573725_19.jpg,RCD,MCB,False,0.9364025686131807
Medium,scraped_approved_1782573725_19.jpg,RCD,MCB,False,0.882334792245486
Medium,scraped_approved_1782573725_19.jpg,RCD,MCB,False,0.8958701096118092
Medium,scraped_approved_1782573726_20.jpg,MCB,MAINBREAKER,False,0.7368049066706552
Medium,scraped_approved_1782573726_20.jpg,RCD,MCB,False,0.86896298329362
Medium,scraped_approved_1782573726_20.jpg,MCB,MAINBREAKER,False,0.851976072292733
Medium,scraped_approved_1782573726_20.jpg,RCD,MCB,False,0.8551961803679907
Medium,scraped_approved_1782573726_20.jpg,MAINBREAKER,RCD,False,0.861207515862762
Medium,scraped_approved_1782573726_20.jpg,RCD,MCB,False,0.825749605499437
Medium,scraped_approved_1782573726_20.jpg,RCD,MCB,False,0.9012845338134216
Medium,scraped_approved_1782573726_20.jpg,RCD,MCB,False,0.848227332008994
Medium,scraped_approved_1782573726_20.jpg,RCD,MCB,False,0.8805902604176106
Medium,scraped_approved_1782573726_20.jpg,RCD,MCB,False,0.9024869134041087
Medium,scraped_approved_1782573732_25.jpg,MAINBREAKER,MAINBREAKER,True,0.9263461108470098
Medium,scraped_approved_1782573732_25.jpg,MAINBREAKER,MCB,False,0.9434709168420372
Medium,scraped_approved_1782573732_25.jpg,MCB,MAINBREAKER,False,0.4980355947687579
Medium,scraped_approved_1782573732_25.jpg,RCD,RCD,True,0.9597260820824285
Medium,scraped_approved_1782573732_25.jpg,MCB,MCB,True,0.8577782735744485
Medium,scraped_approved_1782573732_25.jpg,MCB,RCD,False,0.9557675247049042
Medium,scraped_approved_1782573732_25.jpg,MCB,MCB,True,0.924702631342397
Medium,scraped_approved_1782573732_25.jpg,MCB,MCB,True,0.9520066335920818
Medium,scraped_approved_1782573732_25.jpg,MCB,MCB,True,0.9338208892594222
Medium,scraped_approved_1782573732_25.jpg,MCB,MCB,True,0.9390148470241779
Medium,scraped_approved_1782573732_25.jpg,MCB,MCB,True,0.9705640194385802
Medium,scraped_approved_1782573735_27.jpg,MAINBREAKER,MCB,False,0.9288969583808931
Medium,scraped_approved_1782573735_27.jpg,RCD,RCD,True,0.9219020019572162
Medium,scraped_approved_1782573735_27.jpg,MCB,RCD,False,0.9720570880540281
Medium,scraped_approved_1782573735_27.jpg,MCB,RCD,False,0.9198141880679543
Medium,scraped_approved_1782573735_27.jpg,MCB,RCD,False,0.9501176755659106
Medium,scraped_approved_1782573735_27.jpg,MCB,RCD,False,0.9412081101651781
Medium,scraped_approved_1782573735_27.jpg,MCB,RCD,False,0.9625078218735384
Medium,scraped_approved_1782573741_30.jpg,MCB,RCD,False,0.5023514078649747
Medium,scraped_approved_1782573741_30.jpg,MCB,RCD,False,0.6956261625540123
Medium,scraped_approved_1782573741_30.jpg,MCB,RCD,False,0.8878516796938625
Medium,scraped_approved_1782573748_32.jpg,RCD,RCD,True,0.9579177503370326
Medium,scraped_approved_1782573748_32.jpg,MAINBREAKER,MCB,False,0.9398459536791751
Medium,scraped_approved_1782573748_32.jpg,MCB,MCB,True,0.9526634564475549
Medium,scraped_approved_1782573748_32.jpg,RCD,RCD,True,0.9488641248259791
Medium,scraped_approved_1782573748_32.jpg,MCB,MCB,True,0.9739096132600702
Medium,scraped_approved_1782573748_32.jpg,MCB,RCD,False,0.9603090721600999
Medium,scraped_approved_1782573748_32.jpg,RCD,RCD,True,0.9694837721702776
Medium,scraped_approved_1782573748_32.jpg,MCB,MCB,True,0.9453249827154625
Medium,scraped_approved_1782573748_32.jpg,MCB,MCB,True,0.9424907744417307
Medium,scraped_approved_1782573748_32.jpg,MCB,MCB,True,0.9772983215941906
Medium,scraped_approved_1782573748_32.jpg,MCB,MCB,True,0.9291538232228448
Medium,scraped_approved_1782573748_32.jpg,MCB,MCB,True,0.9907307081761274
Medium,scraped_approved_1782573748_32.jpg,RCD,MCB,False,0.9637489304631613
Medium,scraped_approved_1782573748_32.jpg,MCB,MCB,True,0.9681067660716389
Medium,scraped_approved_1782573748_32.jpg,MAINBREAKER,RCD,False,0.9717331564960212
Medium,scraped_approved_1782573751_35.jpg,MAINBREAKER,MCB,False,0.8897597445718225
Medium,scraped_approved_1782573751_35.jpg,MCB,MCB,True,0.9426991387243886
Medium,scraped_approved_1782573751_35.jpg,MCB,MCB,True,0.9491675562602812
Medium,scraped_approved_1782573751_35.jpg,MCB,MCB,True,0.9689494753404863
Medium,scraped_approved_1782573751_35.jpg,RCD,RCD,True,0.9381531151596575
Medium,scraped_approved_1782573751_35.jpg,MAINBREAKER,MCB,False,0.8839557257943228
Medium,scraped_approved_1782573751_35.jpg,MAINBREAKER,MAINBREAKER,True,0.9486744277366796
Medium,scraped_approved_1782573804_73.jpg,MCB,MCB,True,0.9562711087792382
Medium,scraped_approved_1782573804_73.jpg,RCD,RCD,True,0.9824992782164677
Medium,scraped_approved_1782573804_73.jpg,MCB,MCB,True,0.9625988538707132
Medium,scraped_approved_1782573804_73.jpg,MCB,MCB,True,0.9627466188934605
Medium,scraped_approved_1782573804_73.jpg,MCB,MCB,True,0.9627728153656854
Medium,scraped_approved_1782573804_73.jpg,MCB,MCB,True,0.965016025856958
Medium,scraped_approved_1782573804_73.jpg,MCB,MCB,True,0.9571048943136814
Medium,scraped_approved_1782573804_73.jpg,MCB,MCB,True,0.9538359116915424
Medium,scraped_approved_1782573804_73.jpg,MCB,MCB,True,0.8982242241912531
Medium,scraped_approved_1782573839_103.jpg,RCD,RCD,True,0.9341093105810268
Medium,scraped_approved_1782573839_103.jpg,MCB,MCB,True,0.9273094855231898
Medium,scraped_approved_1782573839_103.jpg,MCB,MCB,True,0.9379833098471313
Medium,scraped_approved_1782573839_103.jpg,MCB,MCB,True,0.9123466955196907
Medium,scraped_approved_1782573839_103.jpg,MCB,MCB,True,0.8968999566560867
Medium,scraped_approved_1782573845_108.jpg,MCB,MAINBREAKER,False,0.9221930318343702
Medium,scraped_approved_1782573845_108.jpg,RCD,RCD,True,0.9628428550204003
Medium,scraped_approved_1782573845_108.jpg,MCB,MCB,True,0.9594984587879356
Medium,scraped_approved_1782573845_108.jpg,MCB,MCB,True,0.9679681772535615
Medium,scraped_approved_1782573845_108.jpg,MCB,MCB,True,0.9232981424781956
Medium,scraped_approved_1782573845_108.jpg,MCB,MCB,True,0.9589772882243962
Medium,scraped_approved_1782573845_108.jpg,MCB,MCB,True,0.9614609758477606
Medium,scraped_approved_1782573845_108.jpg,MCB,MCB,True,0.9554063560001183
Medium,scraped_approved_1782573845_108.jpg,MCB,MCB,True,0.9476975201141714
Medium,scraped_approved_1782573858_119.jpg,MAINBREAKER,MAINBREAKER,True,0.9365194328566806
Medium,scraped_approved_1782573858_119.jpg,RCD,RCD,True,0.954472964403366
Medium,scraped_approved_1782573858_119.jpg,MCB,MCB,True,0.9594795508857173
Medium,scraped_approved_1782573858_119.jpg,MCB,MCB,True,0.9453259965739365
Medium,scraped_approved_1782573858_119.jpg,MCB,MCB,True,0.9448222213709742
Medium,scraped_approved_1782573858_119.jpg,MCB,MCB,True,0.9060715959225757
Medium,scraped_approved_1782573876_131.jpg,RCD,RCD,True,0.9537003224262988
Medium,scraped_approved_1782573876_131.jpg,MCB,MCB,True,0.9315308255023902
Medium,scraped_approved_1782573876_131.jpg,MCB,MCB,True,0.8465082525078238
Medium,scraped_approved_1782573876_131.jpg,MCB,MCB,True,0.8518374406831721
Medium,scraped_approved_1782573942_160.jpg,OVERSURGE,MAINBREAKER,False,0.959414445166508
Medium,scraped_approved_1782573942_160.jpg,RCD,RCD,True,0.9629736521653124
Medium,scraped_approved_1782573942_160.jpg,MCB,MCB,True,0.9676824768417295
Medium,scraped_approved_1782573942_160.jpg,MCB,MCB,True,0.5533871034053032
Medium,scraped_approved_1782573942_160.jpg,MCB,MCB,True,0.5511451955258017
Medium,scraped_approved_1782573943_161.jpg,MAINBREAKER,MCB,False,0.9263200432943891
Medium,scraped_approved_1782573943_161.jpg,MCB,MCB,True,0.9385924223915837
Medium,scraped_approved_1782573943_161.jpg,MCB,MCB,True,0.9425662698878415
Medium,scraped_approved_1782573943_161.jpg,MCB,RCD,False,0.6217274126748583
Medium,scraped_approved_1782573956_172.jpg,MAINBREAKER,MAINBREAKER,True,0.9260948045495117
Medium,scraped_approved_1782573956_172.jpg,RCD,RCD,True,0.8917187104928277
Medium,scraped_approved_1782573956_172.jpg,MCB,MCB,True,0.9271432564352847
Medium,scraped_approved_1782573956_172.jpg,MCB,MCB,True,0.9401971669780416
Medium,scraped_approved_1782573956_172.jpg,MCB,MCB,True,0.9135705881200648
Medium,scraped_approved_1782573956_172.jpg,MCB,MCB,True,0.9238071836235583
Medium,scraped_approved_1782573956_172.jpg,MCB,MCB,True,0.9146561490289762
Medium,scraped_approved_1782573972_181.jpg,MCB,MAINBREAKER,False,0.9113960529412729
Medium,scraped_approved_1782573972_181.jpg,OTHER,OTHER,True,0.6291346069335965
Medium,scraped_approved_1782573972_181.jpg,RCD,RCD,True,0.954982357257672
Medium,scraped_approved_1782573972_181.jpg,MCB,MCB,True,0.920176997679431
Medium,scraped_approved_1782573972_181.jpg,MCB,MCB,True,0.9663207894332472
Medium,scraped_approved_1782573995_198.jpg,MCB,MCB,True,0.9062492465652487
Medium,scraped_approved_1782573995_198.jpg,MCB,MCB,True,0.9092000054714758
Medium,scraped_approved_1782573995_198.jpg,RCD,RCD,True,0.9775028603562106
Medium,scraped_approved_1782573995_198.jpg,MCB,MCB,True,0.9342860904380815
Medium,scraped_approved_1782573995_198.jpg,MCB,MCB,True,0.9499109190540498
Medium,scraped_approved_1782573995_198.jpg,MCB,MCB,True,0.9629568007105778
Medium,scraped_approved_1782573995_198.jpg,RCD,RCD,True,0.987739220467294
Medium,scraped_approved_1782573995_198.jpg,MAINBREAKER,MCB,False,0.9654046932823148
Medium,scraped_approved_1782573995_198.jpg,MCB,RCD,False,0.984777796994007
Medium,scraped_approved_1782577088_21.jpg,RCD,RCD,True,0.9404279040825795
Medium,scraped_approved_1782577088_21.jpg,MCB,MCB,True,0.5208125973210421
Medium,scraped_approved_1782577088_21.jpg,MCB,MCB,True,0.4833738485193443
Medium,scraped_approved_1782577088_21.jpg,RCD,RCD,True,0.9298581723045766
Medium,scraped_approved_1782577088_21.jpg,RCD,RCD,True,0.9517712038632861
Medium,scraped_approved_1782577088_21.jpg,MCB,MCB,True,0.9435772042128409
Medium,scraped_approved_1782577088_21.jpg,MCB,MCB,True,0.9840290177045306
Medium,scraped_approved_1782577088_21.jpg,MCB,MCB,True,0.9141146739314358
Medium,scraped_approved_1782577088_21.jpg,MCB,MCB,True,0.9247883123113454
Medium,scraped_approved_1782577088_21.jpg,MCB,MCB,True,0.955139172625704
Medium,scraped_approved_1782577088_21.jpg,MCB,MCB,True,0.9327820322618215
Medium,scraped_approved_1782577088_21.jpg,MCB,MCB,True,0.925249223367381
Medium,scraped_approved_1782577254_80.jpg,RCD,RCD,True,0.9654104092585803
Medium,scraped_approved_1782577254_80.jpg,MCB,MCB,True,0.9633561478694573
Medium,scraped_approved_1782577254_80.jpg,MCB,MCB,True,0.9451751181787215
Medium,scraped_approved_1782577254_80.jpg,MCB,MCB,True,0.9595833114935107
Medium,scraped_approved_1782577254_80.jpg,MCB,MCB,True,0.901716143329178
Medium,scraped_approved_1782577257_81.jpg,RCD,RCD,True,0.9693658960251339
Medium,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.9416873892396382
Medium,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.9032215984950778
Medium,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.9344597782115628
Medium,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.9022472026580954
Medium,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.9244052273540425
Medium,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.9426286480165283
Medium,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.9162423634359614
Medium,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.9578569839826975
Medium,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.9023939713466052
Medium,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.9826914521244005
Medium,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.9048522508292693
Medium,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.9261897180417535
Medium,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.8760139691016342
Medium,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.9063853223013004
Medium,scraped_approved_1782577257_81.jpg,MCB,MCB,True,0.8747627650707279
Medium,SPAIN_07104893-2a8c-4742-a5c1-3589f3423cfa.jpg,MCB,MCB,True,0.9377025964462042
Medium,SPAIN_07104893-2a8c-4742-a5c1-3589f3423cfa.jpg,RCD,RCD,True,0.9102381787479863
Medium,SPAIN_16c18613-b9af-4cca-801e-8a5efc8fba43.jpeg,MAINBREAKER,MAINBREAKER,True,0.8441619218140269
Medium,SPAIN_16c18613-b9af-4cca-801e-8a5efc8fba43.jpeg,MCB,MAINBREAKER,False,0.8816145000749603
Medium,SPAIN_16c18613-b9af-4cca-801e-8a5efc8fba43.jpeg,RCD,RCD,True,0.9256351112326234
Medium,SPAIN_16c18613-b9af-4cca-801e-8a5efc8fba43.jpeg,MCB,MCB,True,0.9280431750226462
Medium,SPAIN_16c18613-b9af-4cca-801e-8a5efc8fba43.jpeg,MCB,MCB,True,0.9539493602440781
Medium,SPAIN_16c18613-b9af-4cca-801e-8a5efc8fba43.jpeg,MCB,MCB,True,0.9388831367304976
Medium,SPAIN_16c18613-b9af-4cca-801e-8a5efc8fba43.jpeg,MCB,MCB,True,0.8712211347172475
Medium,SPAIN_317f73b8-13a9-4617-ad3c-ca5409e4e120.jpeg,MAINBREAKER,MAINBREAKER,True,0.8392916652903818
Medium,SPAIN_317f73b8-13a9-4617-ad3c-ca5409e4e120.jpeg,RCD,RCD,True,0.9202942818988455
Medium,SPAIN_317f73b8-13a9-4617-ad3c-ca5409e4e120.jpeg,MCB,MCB,True,0.957877786321765
Medium,SPAIN_317f73b8-13a9-4617-ad3c-ca5409e4e120.jpeg,MCB,MCB,True,0.949762720444759
Medium,SPAIN_317f73b8-13a9-4617-ad3c-ca5409e4e120.jpeg,MCB,MCB,True,0.9217597742114357
Medium,SPAIN_317f73b8-13a9-4617-ad3c-ca5409e4e120.jpeg,MCB,MCB,True,0.9584324376058063
Medium,SPAIN_317f73b8-13a9-4617-ad3c-ca5409e4e120.jpeg,MCB,MCB,True,0.8966207084939096
Medium,SPAIN_3a76f32e-23f3-43c2-86d1-96baf1adfeb5.jpg,MCB,RCD,False,0.8972432854305509
Medium,SPAIN_3a76f32e-23f3-43c2-86d1-96baf1adfeb5.jpg,MCB,MCB,True,0.9003980634848084
Medium,SPAIN_3a76f32e-23f3-43c2-86d1-96baf1adfeb5.jpg,MCB,MCB,True,0.916213408383582
Medium,SPAIN_3a76f32e-23f3-43c2-86d1-96baf1adfeb5.jpg,MCB,MCB,True,0.8731224866929241
Medium,SPAIN_66e65cb2-f410-4140-86c8-e11439746fc6.jpg,RCD,RCD,True,0.8968363708302673
Medium,SPAIN_66e65cb2-f410-4140-86c8-e11439746fc6.jpg,MAINBREAKER,MCB,False,0.8853815169325759
Medium,SPAIN_66e65cb2-f410-4140-86c8-e11439746fc6.jpg,MCB,MCB,True,0.866990760380818
Medium,SPAIN_66e65cb2-f410-4140-86c8-e11439746fc6.jpg,MCB,MCB,True,0.9034992450632462
Medium,SPAIN_66e65cb2-f410-4140-86c8-e11439746fc6.jpg,RCD,RCD,True,0.9460321453969054
Medium,SPAIN_66e65cb2-f410-4140-86c8-e11439746fc6.jpg,MCB,MCB,True,0.9590527972791865
Medium,SPAIN_66e65cb2-f410-4140-86c8-e11439746fc6.jpg,MCB,MCB,True,0.899140725737135
